Brands,Models,Version,Currency,Price,Urlpic,Year,KM,Fuel_type,Transmission,Location,Color,Cilinders,Upholstery,Engine,Age
KIA,SPORTAGE,otros,USD,20500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/sportage/pe/RT_PU_bb0d46602e064b879aa65416aa4b7a3d.webp,2017,43946.0,gasolina,automatica,Lima,negro,4.0,cuero,1999.0,7
NISSAN,KICKS,otros,USD,17000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/kicks/pe/RT_PU_dda9d987f3d7431582e8f02df5e6f6b7.webp,2018,96000.0,gasolina,mecanica,Provincias,plata,4.0,tela,1598.0,6
TOYOTA,ETIOS,otros,USD,12500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/etios/pe/RT_PU_b79c9fe891684e7eba17d41ee66920f2.webp,2022,15000.0,gasolina,mecanica,Lima,blanco,4.0,tela,1496.0,2
JEEP,GRAND CHEROKEE,4x4,USD,7100.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/jeep/grand-cherokee/pe/RT_PU_af796d54dd0e4bbbadb340d88ef06627.webp,1997,120000.0,gasolina,otros,Lima,negro,,otros,,27
NISSAN,QASHQAI,4x4,USD,20900.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/qashqai/pe/RT_PU_51f835298b7043c895a75e48ac1e7972.webp,2015,69654.0,gasolina,mecanica,Lima,blanco,4.0,cuero,1998.0,9
MITSUBISHI,ASX,otros,USD,16000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mitsubishi/asx/pe/RT_PU_236b73d1459e4cb78597d5ac7e543f96.webp,2014,35500.0,gasolina,mecanica,Lima,blanco,4.0,tela,1998.0,10
HYUNDAI,H-100,otros,USD,24000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/hyundai/h-100/pe/RT_PU_125b5610bc844cbca802f1cddb35cfff.webp,2020,23000.0,diesel,mecanica,Lima,blanco,4.0,tela,2497.0,4
NISSAN,MURANO,4x4,USD,10500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/murano/pe/RT_PU_c130cc22a1ad47dda92ec29a5c1971ee.webp,2004,116000.0,gasolina,mecanica,Lima,otro,6.0,cuero,3498.0,20
VOLKSWAGEN,PASSAT,otros,USD,116000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volkswagen/passat/pe/RT_PU_41fa1b8f2db644939d424f39ae9830ee.webp,2012,140000.0,gasolina,otros,Lima,otro,4.0,tela,1798.0,12
MERCEDES BENZ,GLB,otros,USD,27000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mercedes-benz/glb/pe/RT_PU_f02f8b9253594170ad5372b4fd07ea09.webp,2017,77000.0,gasolina,automatica,Lima,blanco,4.0,cuero,1332.0,7
HYUNDAI,GÉNESIS COUPÉ,otros,PEN,12900.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/hyundai/genesis-coupe/pe/RT_PU_77ff56e0cb2b46f2a082a45b110a2ca9.webp,2012,42000.0,gasolina,mecanica,Lima,rojo,6.0,otros,3778.0,12
MAZDA,HB,otros,USD,14600.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mazda/hb/pe/RT_PU_6dba96633193423ebb6d4e8a9bd653e7.webp,2016,68500.0,gasolina,otros,Lima,blanco,,otros,,8
RENAULT,DUSTER,otros,USD,11500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/renault/duster/pe/RT_PU_3756b11740cf439891b99ebb3cb68ff6.webp,2016,100000.0,gasolina,mecanica,Lima,blanco,4.0,tela,1598.0,8
PEUGEOT,LANDTREK,4x4,USD,25000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/peugeot/landtrek/pe/RT_PU_14aea3dcbcc246f991b78b526c139c96.webp,2023,6000.0,diesel,automatica,Lima,blanco,4.0,tela,1910.0,1
VOLKSWAGEN,JETTA,otros,USD,8500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volkswagen/jetta/pe/RT_PU_c0d962362c9a4128a97b44e1152452da.webp,2009,106000.0,gasolina,otros,Lima,otro,4.0,cuero,1984.0,15
JEEP,CHEROKEE,premium,USD,8900.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/jeep/cherokee/pe/RT_PU_f42326f362ae4358a88509b3a53d0c90.webp,2004,190000.0,gasolina,automatica,Provincias,negro,6.0,cuero,3239.0,20
KIA,RIO,premium,USD,3700.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/rio/pe/RT_PU_8404a3cd69e7473fb6ed6c4a10c10f79.webp,2009,400000.0,gasolina,mecanica,Lima,negro,4.0,tela,1399.0,15
SUBARU,FORESTER,otros,USD,18000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/subaru/forester/pe/RT_PU_180690c123f5487fb644ac4222067137.webp,2016,85000.0,gasolina,mecanica,Lima,gris,4.0,tela,1995.0,8
TOYOTA,HILUX,4x4,USD,31000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/hilux/pe/RT_PU_de14f6dcdc2f474191629d2160abb82c.webp,2017,89000.0,gasolina,mecanica,Lima,gris,4.0,tela,2755.0,7
VOLVO,S60,otros,USD,17000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volvo/s60/pe/RT_PU_642d5e3804544875b81fe5dcf458e716.webp,2015,43000.0,gasolina,automatica,Lima,rojo,4.0,cuero,1998.0,9
FORD,ESCORT (SW),otros,USD,20500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/ford/escort-%28sw%29/pe/RT_PU_7378cb4ec2ef4a61bc7832aa1b3b7c91.webp,2022,6550.0,gasolina,otros,Provincias,rojo,,otros,,2
NISSAN,X-TRAIL,otros,USD,17500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/x-trail/pe/RT_PU_2a2155cb55ba4a8d9fe5295cdc2b02ba.webp,2017,103000.0,gasolina,mecanica,Provincias,azul,4.0,tela,2488.0,7
ZOTYE,T600,otros,USD,12100.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/zotye/t600/pe/RT_PU_4401118df5b7450dbd508f5b0be93aec.webp,2017,31000.0,gasolina,automatica,Lima,otro,4.0,tela,1998.0,7
HAVAL,JOLION,otros,USD,21000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/haval/jolion/pe/RT_PU_05f68cc432e84505913bb5856711c28c.webp,2023,7200.0,gasolina,automatica,Provincias,gris,4.0,cuero,1500.0,1
KIA,RIO,premium,USD,13500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/rio/pe/RT_PU_f5b4f51a333745d7bfdf4540cb027582.webp,2021,1399.0,gasolina,mecanica,Provincias,blanco,4.0,tela,1368.0,3
TOYOTA,HILUX,4x4,USD,34000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/hilux/pe/RT_PU_4469b7f5bf4a4af39f05e92e4db60649.webp,2019,120000.0,gasolina,mecanica,Lima,gris,4.0,tela,2755.0,5
VOLKSWAGEN,BORA,otros,USD,9500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volkswagen/bora/pe/RT_PU_bd89d0768f9649abbf2d5cf1feda6023.webp,2012,117000.0,gasolina,mecanica,Provincias,plata,4.0,cuero,1984.0,12
DFSK,GLORY,otros,USD,18500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/dfsk/glory/pe/RT_PU_bb69770327b84ad8a4b9561aabd432a1.webp,2021,32700.0,gasolina,mecanica,Lima,plata,4.0,tela,1499.0,3
RENAULT,DUSTER,4x2,USD,14000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/renault/duster/pe/RT_PU_9e058772edba49108adc495eb897c759.webp,2017,39435.0,gasolina,mecanica,Lima,negro,4.0,tela,1998.0,7
TOYOTA,CAMRY,otros,USD,4500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/camry/pe/RT_PU_6f4fad277de241dc8dbba2e769225533.webp,1997,100000.0,gasolina,automatica,Lima,negro,6.0,cuero,3000.0,27
MAZDA,3 SEDÁN,otros,PEN,8900.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mazda/3-sedan/pe/RT_PU_baccf7ed34d44ef0bfdd2835ce9c6106.webp,2012,103000.0,gasolina,mecanica,Lima,negro,4.0,tela,1998.0,12
MITSUBISHI,FUSO,otros,USD,16200.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mitsubishi/fuso/pe/RT_PU_13aa79bd45c34c4089cc42aa80af4e96.webp,1990,10000.0,gasolina,otros,Lima,azul,,otros,,34
RENAULT,LOGAN,otros,USD,9000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/renault/logan/pe/RT_PU_f082d7c9d9f54e92ac7406e36552b99a.webp,2019,50000.0,gasolina,mecanica,Lima,gris,4.0,tela,1598.0,5
MITSUBISHI,MONTERO,otros,PEN,35000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mitsubishi/montero/pe/RT_PU_fdc2a40a771340d1befdb42fad06e89e.webp,2000,232000.0,diesel,automatica,Provincias,negro,4.0,cuero,3200.0,24
SUBARU,FORESTER,premium,USD,17800.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/subaru/forester/pe/RT_PU_6e3cc02c330d4d8885e39f5f14b6e6e0.webp,2015,98000.0,gasolina,mecanica,Lima,negro,4.0,tela,1995.0,9
NISSAN,QASHQAI,otros,USD,11500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/qashqai/pe/RT_PU_66212ef511a549ad844c874553d6e8e7.webp,2012,168000.0,gasolina,mecanica,Lima,gris,4.0,tela,1997.0,12
HYUNDAI,VENUE,otros,USD,17990.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/hyundai/venue/pe/RT_PU_4922ae672c7c473aa2c62b500c473dd4.webp,2023,30000.0,gasolina,automatica,Lima,gris,4.0,tela,1598.0,1
DODGE,NITRO,4x4,USD,12900.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/dodge/nitro/pe/RT_PU_b03bb85af28d4b7f98f1e2fd98fd2beb.webp,2007,98000.0,gasolina,otros,Lima,otro,,otros,,17
CHANGAN,CS35 PLUS,premium,USD,13800.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/changan/cs35-plus/pe/RT_PU_84c18c1e2277452a923ff8090e52e1b2.webp,2021,31700.0,gasolina,mecanica,Lima,gris,4.0,cuero,1598.0,3
MITSUBISHI,XPANDER,otros,USD,17990.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mitsubishi/xpander/pe/RT_PU_0a92f7a7bbf34a0c9e916d97240b7fe7.webp,2019,29000.0,gasolina,automatica,Lima,negro,4.0,tela,1499.0,5
MITSUBISHI,L200,otros,PEN,19000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mitsubishi/l200/pe/RT_PU_a35acbc5618b4ee89f201a484ace2cb1.webp,2015,75000.0,diesel,mecanica,Lima,gris,4.0,tela,2477.0,9
RENAULT,FLUENCE,otros,USD,8000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/renault/fluence/pe/RT_PU_7f016be320be453eaac0e98b4ee39bc7.webp,2012,84789.0,gasolina,automatica,Provincias,negro,4.0,cuero,1997.0,12
MAZDA,CX-5,otros,USD,25000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mazda/cx-5/pe/RT_PU_5985ed67a8354f34a550068dd0c347e9.webp,2022,23342.0,gasolina,automatica_secuencial,Lima,rojo,4.0,tela,1998.0,2
MITSUBISHI,OUTLANDER,4x4,USD,27000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mitsubishi/outlander/pe/RT_PU_135c12df31a5427c9e3356ad801cccfe.webp,2020,13446.0,gasolina,automatica,Lima,plata,4.0,tela,2360.0,4
MITSUBISHI,OUTLANDER,otros,USD,14500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mitsubishi/outlander/pe/RT_PU_044bb539f5194fd19533f33774ad3bfb.webp,2015,90000.0,gasolina,automatica,Lima,azul,4.0,tela,1998.0,9
VOLKSWAGEN,GOL SEDÁN,otros,USD,10500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volkswagen/gol-sedan/pe/RT_PU_e1805899e6544765a9ae4dce838710f3.webp,2019,44000.0,gasolina,automatica,Provincias,azul,4.0,tela,1598.0,5
RENAULT,KWID,otros,USD,8500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/renault/kwid/pe/RT_PU_09d3e36adcab411db6931072428307d3.webp,2020,26600.0,gasolina,mecanica,Lima,rojo,3.0,tela,999.0,4
RENAULT,LOGAN,otros,USD,4000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/renault/logan/pe/RT_PU_12f4f68d8d02417d94fd76055a8b2685.webp,2012,56455.0,gasolina,mecanica,Lima,azul,4.0,tela,1598.0,12
HYUNDAI,TUCSON,4x2,USD,12500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/hyundai/tucson/pe/RT_PU_3a2fbe8d8cc04ed7be0a88fe0adf9ac7.webp,2012,156600.0,gasolina,mecanica,Provincias,negro,4.0,tela,1998.0,12
MAZDA,4000,otros,PEN,6600.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mazda/4000/pe/RT_PU_0dfbf45122454c7c914f99b3980f3d56.webp,1997,180000.0,gasolina,otros,Lima,otro,,otros,,27
NISSAN,AD,otros,USD,4000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/ad/pe/RT_PU_7f0240c581694c06a379bfb71e1faedf.webp,2003,600000.0,gasolina,automatica,Lima,blanco,4.0,otros,1600.0,21
LAND ROVER,DISCOVERY,otros,USD,55000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/land-rover/discovery/pe/RT_PU_6191c76d26384a9c93fec2cfada2dc0d.webp,2018,32000.0,gasolina,automatica,Lima,azul,6.0,cuero,2993.0,6
DODGE,DURANGO,otros,USD,25000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/dodge/durango/pe/RT_PU_e90279c532134128b447a57e86eb28d1.webp,2016,73000.0,gasolina,automatica,Lima,negro,6.0,tela,3598.0,8
GREAT WALL,DEER,4x2,USD,4900.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/great-wall/deer/pe/RT_PU_06c205537dcc443b867c1eb999fae467.webp,2007,257963.0,diesel,mecanica,Lima,otro,4.0,tela,2771.0,17
VOLKSWAGEN,KOMBI,otros,USD,18500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volkswagen/kombi/pe/RT_PU_15be815910844814bab372561788a509.webp,1976,76000.0,gasolina,otros,Provincias,otro,,otros,,48
SUBARU,FORESTER,premium,USD,7500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/subaru/forester/pe/RT_PU_c5ab7025db8f4ddf97eb592d28a6af6a.webp,2000,100000.0,gasolina,automatica,Provincias,rojo,4.0,tela,1998.0,24
HYUNDAI,SANTA FE,4x2,USD,25000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/hyundai/santa-fe/pe/RT_PU_e2052be7113442119bfb3107c9147a99.webp,2016,55000.0,gasolina,automatica,Lima,gris,4.0,tela,2359.0,8
JMC,VIGUS,otros,USD,20000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/jmc/vigus/pe/RT_PU_06a23a64730e4f6d971159af8f152ce1.webp,2020,40000.0,gasolina,mecanica,Lima,gris,4.0,cuero,2402.0,4
SSANGYONG,KORANDO,otros,USD,12500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/ssangyong/korando/pe/RT_PU_3ea55cf70a1149d5b33a28ed48fcd6cc.webp,2013,115400.0,gasolina,automatica,Lima,negro,4.0,tela,1998.0,11
MITSUBISHI,L200 DK-R,4x4,USD,22900.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mitsubishi/l200-dk-r/pe/RT_PU_b849ebef50b64b6b929e8e485faa1e61.webp,2018,76000.0,diesel,mecanica,Provincias,plata,4.0,tela,2477.0,6
TOYOTA,LAND CRUISER PRADO,premium,USD,34800.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/land-cruiser-prado/pe/RT_PU_73b106cfb35e423ca296705fd8583fce.webp,2016,60000.0,gasolina,automatica,Lima,blanco,4.0,tela,2694.0,8
KIA,SPORTAGE,otros,USD,13800.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/sportage/pe/RT_PU_fc475a7bc9bf415db5420fc5effaecd0.webp,2013,108000.0,gasolina,mecanica,Lima,plata,4.0,tela,2000.0,11
NISSAN,SENTRA,otros,USD,11500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/sentra/pe/RT_PU_f92c3083627c425fb186a75f30d6c0f1.webp,2017,100000.0,gasolina,mecanica,Lima,rojo,4.0,tela,1798.0,7
KIA,CERATO,otros,USD,13200.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/cerato/pe/RT_PU_2d17a20d27fb4c4cbc5556b82043e4b2.webp,2017,80500.0,gasolina,mecanica,Lima,gris,4.0,tela,1591.0,7
RENAULT,KOLEOS,4x4,USD,14000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/renault/koleos/pe/RT_PU_9f0213b4a745435298f9a7b511c83a89.webp,2015,89874.0,gasolina,mecanica,Lima,otro,4.0,cuero,2488.0,9
TOYOTA,HILUX,4x2,USD,10500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/hilux/pe/RT_PU_f0ee0b0e694e45e3a48b9637762c2f72.webp,2017,48000.0,diesel,mecanica,Lima,rojo,4.0,tela,2393.0,7
VOLKSWAGEN,CROSSFOX,otros,USD,13500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volkswagen/crossfox/pe/RT_PU_2fb77625cc2341d8968edfb07c759a97.webp,2017,15000.0,gasolina,mecanica,Lima,plata,4.0,tela,1598.0,7
MAZDA,CX-3,otros,USD,17000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mazda/cx-3/pe/RT_PU_ba375c1afa374506b54c4807eec06664.webp,2017,85000.0,gasolina,mecanica,Lima,rojo,4.0,tela,1998.0,7
MG,ZX,otros,USD,18000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mg/zx/pe/RT_PU_438afd7a6e924661ab1e9ae30ea7061b.webp,2022,23800.0,gasolina,automatica,Lima,rojo,4.0,cuero,1498.0,2
RENAULT,STEPWAY,otros,USD,7500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/renault/stepway/pe/RT_PU_8a5e847ef46c487f916bed9a83fe5c5c.webp,2011,113000.0,gasolina,mecanica,Lima,rojo,4.0,tela,1598.0,13
LIFAN,TRUCK,otros,USD,5500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/lifan/truck/pe/RT_PU_a0e78e94ca6e4e19b04b7d2ad9be2804.webp,2013,88000.0,gasolina,mecanica,Lima,blanco,4.0,tela,1299.0,11
NISSAN,X-TRAIL,otros,USD,19500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/x-trail/pe/RT_PU_4334884df0574c3d91f15dc15ca91aab.webp,2015,96500.0,gasolina,mecanica,Lima,gris,4.0,cuero,2488.0,9
VOLKSWAGEN,JETTA,otros,USD,14500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volkswagen/jetta/pe/RT_PU_600751cffab046ed8b78f43164240b59.webp,2017,40000.0,gasolina,mecanica,Lima,negro,4.0,tela,1984.0,7
SUZUKI,DZIRE,otros,USD,9000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/suzuki/dzire/pe/RT_PU_1b505018e1904c64bd733258d3bbb0f4.webp,2019,61000.0,gasolina,automatica,Lima,negro,4.0,tela,1197.0,5
MITSUBISHI,LANCER,otros,USD,12100.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mitsubishi/lancer/pe/RT_PU_655b3a8b800a474ebbb5c82ae12ffb72.webp,2015,42500.0,gasolina,mecanica,Lima,rojo,4.0,tela,1590.0,9
JEEP,WRANGLER,otros,USD,59000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/jeep/wrangler/pe/RT_PU_2aa403f13f864a19ac7598dfc30d6f79.webp,2019,27400.0,gasolina,automatica,Lima,otro,6.0,cuero,3598.0,5
TOYOTA,RAV4,4x2,USD,19900.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/rav4/pe/RT_PU_e7b17a367b644037ada1d36ec123c60a.webp,2014,43802.0,gasolina,mecanica,Lima,gris,4.0,tela,1987.0,10
JEEP,GRAND CHEROKEE,4x2,USD,26000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/jeep/grand-cherokee/pe/RT_PU_0cdbddccb68a4ae0ad31fe35e60d65e3.webp,2018,76000.0,gasolina,automatica,Lima,gris,6.0,tela,3604.0,6
SUZUKI,SWIFT SEDÁN,otros,USD,9736.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/suzuki/swift-sedan/pe/RT_PU_07ccf0ccd34c41eaac37d4cc888fb745.webp,2014,40300.0,gasolina,mecanica,Lima,negro,4.0,tela,1197.0,10
MAZDA,6 SEDÁN,otros,USD,11500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mazda/6-sedan/pe/RT_PU_44cb5dfd502d437387237a1fe97998cb.webp,2012,90000.0,gasolina,automatica,Lima,rojo,4.0,tela,1999.0,12
GEELY,COOLRAY,otros,USD,21500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/geely/coolray/pe/RT_PU_bb5092974d454dddac5a67162e07bc69.webp,2022,13500.0,gasolina,automatica,Provincias,blanco,4.0,tela_cuero,1477.0,2
TOYOTA,HILUX,4x4,USD,33800.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/hilux/pe/RT_PU_a03fcb2873dc4a1aabc018c0215d6817.webp,2019,98000.0,gasolina,mecanica,Provincias,blanco,4.0,tela,2755.0,5
SUZUKI,BALENO,otros,USD,10500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/suzuki/baleno/pe/RT_PU_7afa7a57476d4244af606bf13f05f022.webp,2017,97000.0,gasolina,mecanica,Provincias,rojo,4.0,tela,1373.0,7
SUZUKI,CIAZ,otros,USD,11000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/suzuki/ciaz/pe/RT_PU_857a0c7fae62441392aaa71d900177f9.webp,2020,39000.0,gasolina,mecanica,Lima,negro,4.0,tela,1373.0,4
MAZDA,3 SPORT,premium,USD,10200.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mazda/3-sport/pe/RT_PU_8041c36b74114ab2bfcfdcb815d427d1.webp,2012,69100.0,gasolina,mecanica,Lima,gris,4.0,cuero,1998.0,12
MITSUBISHI,L200,otros,USD,17800.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mitsubishi/l200/pe/RT_PU_385151e5b8bd4449a003fc9e60ad73be.webp,2015,215819.0,diesel,mecanica,Provincias,blanco,4.0,tela,2477.0,9
NISSAN,X-TRAIL,otros,USD,18000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/x-trail/pe/RT_PU_45e23ab5c4c14dc79ea428e3c31d393d.webp,2015,68000.0,gasolina,automatica_secuencial,Lima,azul,4.0,cuero,2498.0,9
CHEVROLET,SONIC,otros,USD,8700.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/chevrolet/sonic/pe/RT_PU_c5ade7ef5aae4f2ea011802fe73b94c4.webp,2015,87000.0,gasolina,automatica,Lima,gris,4.0,tela,1600.0,9
SUBARU,LEGACY,premium,USD,13000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/subaru/legacy/pe/RT_PU_45b32e3e9e2e45a0a0eeae594be71722.webp,2013,63300.0,gasolina,mecanica,Lima,negro,4.0,cuero,2457.0,11
VOLKSWAGEN,POLO SEDÁN,otros,USD,14500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volkswagen/polo-sedan/pe/RT_PU_d12ef88ef26f4c878132e60a0eec7959.webp,2017,40300.0,gasolina,mecanica,Lima,negro,4.0,tela,1598.0,7
NISSAN,NP300 FRONTIER,4x2,USD,19500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/np300-frontier/pe/RT_PU_d65a86da3c0c4f84bd3bfadd2d9fdffc.webp,2017,66800.0,gasolina,mecanica,Lima,rojo,4.0,tela,2488.0,7
KIA,SOLUTO,premium,USD,12500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/soluto/pe/RT_PU_58a4f132c5da4eaa80fc26911344aa04.webp,2020,14000.0,gasolina,mecanica,Lima,rojo,4.0,tela,1368.0,4
KIA,RIO,premium,USD,11000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/rio/pe/RT_PU_5f37c0c2a19a4f6ba6e796d6c2daae0e.webp,2017,109000.0,gasolina,mecanica,Lima,azul,4.0,tela,1396.0,7
MAZDA,3 SPORT,otros,USD,19000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mazda/3-sport/pe/RT_PU_c49e78fdace34d438986b6d972bff1e2.webp,2019,63500.0,gasolina,mecanica,Lima,azul,4.0,tela,1998.0,5
HYUNDAI,SONATA,otros,USD,6000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/hyundai/sonata/pe/RT_PU_3b15de86f5ab4a4bbe9500d2768152b8.webp,2006,283600.0,gasolina,automatica,Provincias,plata,4.0,tela,2020.0,18
HYUNDAI,I20,otros,USD,12500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/hyundai/i20-hatchback/pe/RT_PU_229c7771793f4eb78f3c2d3ad5281524.webp,2018,50000.0,gasolina,mecanica,Lima,blanco,4.0,tela,1368.0,6
MITSUBISHI,MONTERO,otros,USD,9500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mitsubishi/montero/pe/RT_PU_2af76a3e5149495a89388c104341f806.webp,2000,189000.0,diesel,automatica,Lima,gris,4.0,cuero,3200.0,24
VOLKSWAGEN,POLO,otros,USD,17900.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volkswagen/polo/pe/RT_PU_ce11cf0f41c641bcb3c5a86a3a30dce7.webp,2022,13800.0,gasolina,mecanica,Lima,plata,4.0,cuero,1598.0,2
NISSAN,TIIDA SEDÁN,otros,USD,8600.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/tiida-sedan/pe/RT_PU_c3719db1713e4fcd86f0834f42735104.webp,2016,95800.0,gasolina,mecanica,Provincias,blanco,4.0,tela,1598.0,8
