Brands,Models,Version,Currency,Price,Urlpic,Year,KM,Fuel_type,Transmission,Location,Color,Cilinder,Upholstery,Engine,Age
VOLKSWAGEN,BORA,delantera,USD,7000.0,https://cde.neoauto.pe/autos_usados/360x240/740665/740665_5138664.webp,2010.0,65000.0,gasolina,automatica_secuencial,Lima,gris,4.0,tela,2000.0,14.0
VOLKSWAGEN,AMAROK,4x4,USD,13500.0,https://cde.neoauto.pe/autos_usados/360x240/735215/735215_6462612.webp,2014.0,155000.0,diesel,mecanica,Provincias,blanco,4.0,tela,2000.0,10.0
HYUNDAI,SANTA FE,4x2,USD,28500.0,https://cde.neoauto.pe/autos_usados/360x240/735215/735215_7220157.webp,2023.0,13790.0,gasolina,automatica,Provincias,negro,4.0,tela,2497.0,1.0
CHEVROLET,PRISMA,otros,USD,7300.0,https://cde.neoauto.pe/autos_usados/360x240/536814/536814_7673810.webp,2018.0,130000.0,gas_glp,mecanica,Lima,blanco,4.0,tela,1400.0,6.0
MERCEDES BENZ,A200,4x2,USD,23200.0,https://cde.neoauto.pe/autos_usados/360x240/277440/277440_5559929.webp,2019.0,31200.0,gasolina,automatica_secuencial,Lima,blanco,4.0,cuero,1300.0,5.0
FORD,EXPEDITION,4x4,USD,6500.0,https://cde.neoauto.pe/autos_usados/360x240/532875/532875_5614509.webp,1998.0,171000.0,dual,automatica,Lima,rojo,8.0,cuero,4600.0,26.0
BMW,118i,4x2,USD,21500.0,https://cde.neoauto.pe/autos_usados/360x240/671861/671861_3650867.webp,2019.0,21500.0,gasolina,automatica_secuencial,Lima,Otro,3.0,cuero,1500.0,5.0
TOYOTA,RAV4,otros,USD,8500.0,https://cde.neoauto.pe/autos_usados/360x240/532875/532875_4839466.webp,2007.0,113000.0,gasolina,automatica,Lima,azul,4.0,cuero,2400.0,17.0
CHANGAN,CS35,4x2,USD,12990.0,https://cde.neoauto.pe/autos_usados/360x240/670931/670931_4464975.webp,2021.0,62000.0,gasolina,mecanica,Lima,gris,4.0,tela,1600.0,3.0
BMW,528-I,otros,USD,14990.0,https://cde.neoauto.pe/autos_usados/360x240/227423/227423_6657768.webp,2014.0,77500.0,gasolina,automatica,Lima,gris,4.0,tela,2000.0,10.0
HONDA,PILOT,4x4,USD,49000.0,https://cde.neoauto.pe/autos_usados/360x240/640295/640295_5893838.webp,2023.0,9174.0,gasolina,automatica,Lima,plata,6.0,tela,3500.0,1.0
HYUNDAI,SANTA FE,otros,USD,10000.0,https://cde.neoauto.pe/autos_usados/360x240/740792/740792_2379932.webp,2008.0,150000.0,diesel,mecanica,Lima,plata,4.0,tela,2000.0,16.0
CHERY,TIGGO 8 PRO,4x2,USD,19990.0,https://cde.neoauto.pe/autos_usados/360x240/709145/709145_1570621.webp,2023.0,21600.0,gasolina,automatica,Lima,blanco,4.0,tela,1600.0,1.0
HYUNDAI,TUCSON,otros,USD,16000.0,https://cde.neoauto.pe/autos_usados/360x240/740765/740765_9365424.webp,2018.0,119000.0,gasolina,mecanica,Lima,Otro,4.0,tela,1999.0,6.0
SUBARU,XV,otros,USD,17500.0,https://cde.neoauto.pe/autos_usados/360x240/738726/738726_9766923.webp,2019.0,59000.0,gasolina,automatica,Lima,Otro,4.0,tela,2000.0,5.0
OTROS,OTROS,posterior,USD,9600.0,https://cde.neoauto.pe/autos_usados/360x240/698982/698982_9455464.webp,2022.0,61000.0,dual,mecanica,Lima,blanco,2.0,tela,2000.0,2.0
VOLKSWAGEN,GOLF GTI,otros,USD,21000.0,https://cde.neoauto.pe/autos_usados/360x240/119274/119274_9316630.webp,2015.0,66000.0,gasolina,automatica_secuencial,Lima,Otro,,tela,2000.0,9.0
VOLVO,XC-40,otros,USD,28900.0,https://cde.neoauto.pe/autos_usados/360x240/474472/474472_8666350.webp,2019.0,38000.0,gasolina,automatica_secuencial,Provincias,blanco,4.0,tela,2000.0,5.0
CITROEN,C4 Cactus,delantera,USD,16300.0,https://cde.neoauto.pe/autos_usados/360x240/171072/171072_5800103.webp,2022.0,27800.0,gasolina,automatica,Lima,gris,4.0,cuero,1600.0,2.0
MITSUBISHI,XPANDER,delantera,USD,20990.0,https://cde.neoauto.pe/autos_usados/360x240/688266/688266_2177489.webp,2024.0,,gasolina,mecanica,Lima,Otro,4.0,tela,,0.0
JEEP,LIBERTY,otros,USD,8500.0,https://cde.neoauto.pe/autos_usados/360x240/702991/702991_7891284.webp,2009.0,95000.0,gas_glp,automatica,Lima,negro,6.0,tela,,15.0
MERCEDES BENZ,C-200,posterior,USD,6500.0,https://cde.neoauto.pe/autos_usados/360x240/274113/274113_8296798.webp,1996.0,180000.0,gasolina,automatica,Lima,Otro,4.0,tela,1998.0,28.0
HYUNDAI,i10,delantera,USD,9500.0,https://cde.neoauto.pe/autos_usados/360x240/660763/660763_1090179.webp,2019.0,41000.0,gasolina,automatica,Lima,blanco,2.0,cuero,1200.0,5.0
MITSUBISHI,ECLIPSE CROSS,4x2,USD,21000.0,https://cde.neoauto.pe/autos_usados/360x240/658677/658677_6044177.webp,2022.0,36400.0,gasolina,automatica_secuencial,Lima,rojo,,tela,2000.0,2.0
NISSAN,FRONTIER,4x2,USD,9000.0,https://cde.neoauto.pe/autos_usados/360x240/740705/740705_7079763.webp,2011.0,135000.0,gasolina,mecanica,Provincias,Otro,4.0,tela,2389.0,13.0
MINI,5 PUERTAS,4x2,USD,19000.0,https://cde.neoauto.pe/autos_usados/360x240/206543/206543_9859005.webp,2019.0,36500.0,gasolina,automatica,Lima,Otro,3.0,tela,1500.0,5.0
NISSAN,NP300 FRONTIER,4x4,USD,18800.0,https://cde.neoauto.pe/autos_usados/360x240/114456/114456_8419950.webp,2016.0,43000.0,diesel,mecanica,Lima,blanco,4.0,tela,2500.0,8.0
MITSUBISHI,MONTERO IO,4x4,USD,5500.0,https://cde.neoauto.pe/autos_usados/360x240/740705/740705_5099987.webp,2004.0,130000.0,gasolina,automatica,Provincias,azul,4.0,tela,,20.0
TOYOTA,RAV4,4x2,USD,13500.0,https://cde.neoauto.pe/autos_usados/360x240/384141/384141_7310738.webp,2014.0,150000.0,gasolina,automatica_secuencial,Lima,negro,4.0,tela,2494.0,10.0
SUBARU,LEGACY,otros,USD,17500.0,https://cde.neoauto.pe/autos_usados/360x240/726626/726626_1792976.webp,2017.0,48700.0,gasolina,automatica_secuencial,Lima,Otro,4.0,tela,2498.0,7.0
JETOUR,X70,delantera,USD,18800.0,https://cde.neoauto.pe/autos_usados/360x240/277646/277646_4420221.webp,2023.0,8000.0,gasolina,automatica,Provincias,gris,3.0,tela,1500.0,1.0
MITSUBISHI,ECLIPSE CROSS,otros,USD,16800.0,https://cde.neoauto.pe/autos_usados/360x240/740708/740708_9382713.webp,2018.0,29560.0,gasolina,automatica_secuencial,Lima,Otro,,tela,,6.0
TOYOTA,COROLLA,otros,USD,4800.0,https://cde.neoauto.pe/autos_usados/360x240/282372/282372_6089331.webp,2004.0,,gasolina,automatica,Lima,Otro,,tela,,20.0
TOYOTA,COROLLA,otros,USD,16000.0,https://cde.neoauto.pe/autos_usados/360x240/512592/512592_8062139.webp,2019.0,60000.0,gasolina,mecanica,Lima,negro,4.0,cuero,1800.0,5.0
VOLKSWAGEN,TIGUAN,otros,USD,11500.0,https://cde.neoauto.pe/autos_usados/360x240/52334/52334_4675561.webp,2012.0,84000.0,gasolina,automatica_secuencial,Lima,azul,,cuero,2000.0,12.0
PORSCHE,CAYENNE,otros,USD,28500.0,https://cde.neoauto.pe/autos_usados/360x240/680970/680970_3192896.webp,2014.0,63000.0,gasolina,automatica,Lima,gris,,tela,,10.0
TOYOTA,COROLLA,otros,USD,14800.0,https://cde.neoauto.pe/autos_usados/360x240/631479/631479_3611297.webp,2019.0,67000.0,gasolina,automatica_secuencial,Lima,gris,4.0,tela,1800.0,5.0
JEEP,COMPASS,4x4,USD,12300.0,https://cde.neoauto.pe/autos_usados/360x240/122589/122589_9558942.webp,2015.0,110000.0,gasolina,automatica_secuencial,Lima,rojo,4.0,tela,2400.0,9.0
MITSUBISHI,L200,4x4,USD,17300.0,https://cde.neoauto.pe/autos_usados/360x240/577094/577094_7764358.webp,2021.0,91000.0,diesel,mecanica,Lima,blanco,4.0,tela,2400.0,3.0
AUDI,Q3,otros,USD,23990.0,https://cde.neoauto.pe/autos_usados/360x240/131741/131741_9834674.webp,2017.0,38900.0,gasolina,automatica_secuencial,Lima,negro,,cuero,,7.0
HYUNDAI,SANTA FE,delantera,USD,28000.0,https://cde.neoauto.pe/autos_usados/360x240/738380/738380_9584710.webp,2022.0,25000.0,gasolina,automatica_secuencial,Provincias,gris,4.0,tela,2500.0,2.0
SUBARU,ALL NEW OUTBACK,otros,USD,36900.0,https://cde.neoauto.pe/autos_usados/360x240/139160/139160_2169460.webp,2022.0,27000.0,gasolina,automatica_secuencial,Lima,Otro,,tela,2500.0,2.0
MITSUBISHI,ASX,4x2,USD,9900.0,https://cde.neoauto.pe/autos_usados/360x240/155100/155100_4807454.webp,2012.0,110000.0,gasolina,mecanica,Lima,gris,4.0,tela,2000.0,12.0
NISSAN,QASHQAI,4x4,USD,12500.0,https://cde.neoauto.pe/autos_usados/360x240/720042/720042_3353626.webp,2013.0,85500.0,gasolina,automatica_secuencial,Lima,gris,4.0,tela,2.0,11.0
TOYOTA,HILUX,4x4,USD,22900.0,https://cde.neoauto.pe/autos_usados/360x240/117843/117843_2414545.webp,2017.0,48000.0,diesel,mecanica,Lima,blanco,4.0,tela,2755.0,7.0
TOYOTA,RAV4,4x2,USD,16000.0,https://cde.neoauto.pe/autos_usados/360x240/738034/738034_7753022.webp,2015.0,85000.0,gasolina,automatica_secuencial,Lima,blanco,,cuero,2000.0,9.0
NISSAN,ALMERA,4x2,USD,6400.0,https://cde.neoauto.pe/autos_usados/360x240/431434/431434_2662123.webp,2010.0,96000.0,gasolina,automatica_secuencial,Lima,negro,4.0,tela,1500.0,14.0
SUZUKI,SWIFT,delantera,USD,7400.0,https://cde.neoauto.pe/autos_usados/360x240/117843/117843_6917790.webp,2016.0,58000.0,gasolina,mecanica,Lima,negro,4.0,tela,1197.0,8.0
HYUNDAI,GRAND i10,otros,USD,8000.0,https://cde.neoauto.pe/autos_usados/360x240/735738/735738_1330017.webp,2015.0,63000.0,gasolina,automatica_secuencial,Lima,rojo,4.0,tela,1200.0,9.0
RAM,700,otros,USD,14990.0,https://cde.neoauto.pe/autos_usados/360x240/689235/689235_7083946.webp,2023.0,7500.0,gasolina,mecanica,Provincias,blanco,4.0,tela,1400.0,1.0
FORD,ESCAPE,4x2,USD,14500.0,https://cde.neoauto.pe/autos_usados/360x240/372770/372770_1385141.webp,2018.0,65000.0,gasolina,automatica_secuencial,Lima,negro,4.0,tela,2000.0,6.0
KIA,SPORTAGE,4x2,USD,14200.0,https://cde.neoauto.pe/autos_usados/360x240/740541/740541_1919283.webp,2015.0,107000.0,gasolina,automatica,Lima,gris,4.0,cuero,2000.0,9.0
PEUGEOT,407,otros,USD,7200.0,https://cde.neoauto.pe/autos_usados/360x240/682380/682380_2668221.webp,2009.0,65000.0,dual,automatica_secuencial,Lima,azul,4.0,tela,2000.0,15.0
CHANGAN,CS15,4x2,USD,10700.0,https://cde.neoauto.pe/autos_usados/360x240/736039/736039_3233426.webp,2020.0,29347.0,gasolina,automatica_secuencial,Lima,blanco,4.0,cuero,1500.0,4.0
TOYOTA,LAND CRUISER PRADO,otros,USD,28500.0,https://cde.neoauto.pe/autos_usados/360x240/706304/706304_6461897.webp,2014.0,85000.0,gasolina,automatica,Lima,azul,4.0,tela,2700.0,10.0
KIA,SORENTO,4x4,USD,15500.0,https://cde.neoauto.pe/autos_usados/360x240/130144/130144_6450545.webp,2014.0,105000.0,gasolina,automatica_secuencial,Lima,Otro,4.0,tela,2400.0,10.0
MITSUBISHI,ALL NEW L200,4x4,USD,26900.0,https://cde.neoauto.pe/autos_usados/360x240/663859/663859_8307404.webp,2021.0,67000.0,diesel,mecanica,Lima,plata,4.0,cuero,2442.0,3.0
GEELY,EMGRANDEC7,delantera,USD,5500.0,https://cde.neoauto.pe/autos_usados/360x240/235536/235536_8665109.webp,2013.0,53000.0,dual,mecanica,Lima,negro,4.0,tela,1800.0,11.0
TOYOTA,URBAN CRUISER,otros,USD,10500.0,https://cde.neoauto.pe/autos_usados/360x240/719210/719210_6099914.webp,2013.0,52886.0,gasolina,mecanica,Lima,Otro,4.0,tela,1329.0,11.0
RENAULT,CLIO,delantera,USD,4300.0,https://cde.neoauto.pe/autos_usados/360x240/680806/680806_3181310.webp,2006.0,110000.0,dual,mecanica,Lima,Otro,4.0,tela,1600.0,18.0
KIA,CERATO,delantera,USD,10000.0,https://cde.neoauto.pe/autos_usados/360x240/434011/434011_7731488.webp,2014.0,128000.0,dual,mecanica,Lima,negro,2.0,cuero,,10.0
LAND ROVER,DISCOVERY,otros,USD,56800.0,https://cde.neoauto.pe/autos_usados/360x240/307604/307604_9096456.webp,2017.0,72000.0,gasolina,automatica_secuencial,Lima,Otro,,cuero,,7.0
GEELY,AZKARRA,otros,USD,22500.0,https://cde.neoauto.pe/autos_usados/360x240/740586/740586_3135536.webp,2023.0,34000.0,gasolina,automatica_secuencial,Lima,negro,4.0,tela,1500.0,1.0
CHEVROLET,AVEO,otros,USD,5000.0,https://cde.neoauto.pe/autos_usados/360x240/729056/729056_8510405.webp,2011.0,42912.0,gasolina,mecanica,Lima,rojo,4.0,tela,1400.0,13.0
BMW,X3 20i,otros,USD,14500.0,https://cde.neoauto.pe/autos_usados/360x240/733642/733642_5130294.webp,2012.0,95900.0,gasolina,automatica_secuencial,Lima,blanco,4.0,cuero,2000.0,12.0
TOYOTA,AGYA,posterior,USD,10500.0,https://cde.neoauto.pe/autos_usados/360x240/664300/664300_8390527.webp,2024.0,5500.0,gasolina,mecanica,Lima,gris,,tela,1000.0,0.0
JEEP,GRAND CHEROKEE LAREDO,otros,USD,31900.0,https://cde.neoauto.pe/autos_usados/360x240/731708/731708_1662603.webp,2019.0,41000.0,gasolina,automatica,Lima,Otro,,tela,3600.0,5.0
NISSAN,SENTRA,4x2,USD,14600.0,https://cde.neoauto.pe/autos_usados/360x240/539064/539064_2303820.webp,2020.0,42000.0,,mecanica,Provincias,gris,4.0,tela,1798.0,4.0
TOYOTA,YARIS,otros,USD,12300.0,https://cde.neoauto.pe/autos_usados/360x240/631479/631479_6040529.webp,2018.0,65220.0,gasolina,automatica,Lima,plata,4.0,tela,1300.0,6.0
BMW,X5 30d,4x4,USD,15000.0,https://cde.neoauto.pe/autos_usados/360x240/330432/330432_4850847.webp,2013.0,147000.0,diesel,automatica_secuencial,Lima,plata,6.0,cuero,3000.0,11.0
JEEP,Cherokee Longitude,otros,USD,17900.0,https://cde.neoauto.pe/autos_usados/360x240/582101/582101_7144455.webp,2017.0,56000.0,gasolina,automatica_secuencial,Lima,gris,4.0,cuero,2400.0,7.0
NISSAN,NAVARA,4x4,USD,14800.0,https://cde.neoauto.pe/autos_usados/360x240/147755/147755_7230627.webp,2010.0,126000.0,diesel,automatica,Lima,Otro,4.0,cuero,2400.0,14.0
SSANGYONG,ACTYON SPORTS,4x4,USD,9500.0,https://cde.neoauto.pe/autos_usados/360x240/225644/225644_7307578.webp,2011.0,126000.0,diesel,mecanica,Lima,negro,4.0,tela,2000.0,13.0
TOYOTA,ETIOS,otros,USD,9500.0,https://cde.neoauto.pe/autos_usados/360x240/733945/733945_9139001.webp,2019.0,73000.0,gasolina,mecanica,Lima,negro,4.0,tela,1500.0,5.0
MINI,COOPER S,delantera,USD,23800.0,https://cde.neoauto.pe/autos_usados/360x240/706723/706723_5363222.webp,2018.0,38000.0,gasolina,automatica_secuencial,Lima,gris,4.0,tela,2000.0,6.0
FORD,TERRITORY,4x2,USD,28000.0,https://cde.neoauto.pe/autos_usados/360x240/455672/455672_7651534.webp,2023.0,15600.0,gasolina,automatica,Lima,negro,,tela,1500.0,1.0
CHEVROLET,CORVAIR,posterior,USD,5000.0,https://cde.neoauto.pe/autos_usados/360x240/694898/694898_4607299.webp,1960.0,,gasolina,mecanica,Lima,Otro,6.0,tela,2300.0,64.0
SUZUKI,JIMNY,otros,USD,22000.0,https://cde.neoauto.pe/autos_usados/360x240/670716/670716_2493247.webp,2023.0,6000.0,gasolina,automatica,Lima,gris,4.0,tela,1500.0,1.0
NISSAN,SENTRA,4x2,USD,20000.0,https://cde.neoauto.pe/autos_usados/360x240/271947/271947_3948182.webp,2023.0,10000.0,gasolina,automatica_secuencial,Lima,azul,4.0,tela,1600.0,1.0
NISSAN,SENTRA,4x2,USD,8500.0,https://cde.neoauto.pe/autos_usados/360x240/738302/738302_5334890.webp,2010.0,79000.0,gasolina,mecanica,Lima,rojo,4.0,tela,2000.0,14.0
PEUGEOT,406,delantera,USD,4900.0,https://cde.neoauto.pe/autos_usados/360x240/271947/271947_8807419.webp,2001.0,161000.0,gasolina,mecanica,Lima,azul,4.0,cuero,1800.0,23.0
HYUNDAI,ACCENT,otros,USD,10800.0,https://cde.neoauto.pe/autos_usados/360x240/462654/462654_4433146.webp,2019.0,80500.0,dual,mecanica,Lima,negro,,tela,,5.0
BMW,118i,4x2,USD,16150.0,https://cde.neoauto.pe/autos_usados/360x240/189627/189627_9776911.webp,2017.0,70000.0,gasolina,automatica_secuencial,Lima,Otro,3.0,cuero,1500.0,7.0
MITSUBISHI,ASX,4x4,USD,9900.0,https://cde.neoauto.pe/autos_usados/360x240/677716/677716_3589502.webp,2011.0,96000.0,gasolina,automatica_secuencial,Lima,negro,4.0,cuero,2000.0,13.0
NISSAN,VERSA DRIVE,delantera,USD,8800.0,https://cde.neoauto.pe/autos_usados/360x240/739373/739373_8734686.webp,2020.0,99000.0,gas_glp,mecanica,Lima,negro,4.0,tela,1600.0,4.0
HYUNDAI,ELANTRA,otros,USD,14300.0,https://cde.neoauto.pe/autos_usados/360x240/708046/708046_9389274.webp,2019.0,51053.0,gas_gnv,mecanica,Lima,Otro,4.0,cuero,1600.0,5.0
CHEVROLET,SAIL,otros,USD,7500.0,https://cde.neoauto.pe/autos_usados/360x240/740045/740045_4179380.webp,2016.0,,gas_gnv,mecanica,Lima,negro,,tela,,8.0
AUDI,Q3,otros,USD,19500.0,https://cde.neoauto.pe/autos_usados/360x240/276486/276486_8587667.webp,2017.0,70000.0,gasolina,automatica,Lima,plata,,cuero,1400.0,7.0
HYUNDAI,ACCENT,4x2,USD,6490.0,https://cde.neoauto.pe/autos_usados/360x240/185243/185243_2946727.webp,2016.0,410000.0,gas_gnv,mecanica,Lima,negro,4.0,tela,1500.0,8.0
NISSAN,NAVARA,4x4,USD,16500.0,https://cde.neoauto.pe/autos_usados/360x240/207423/207423_8600732.webp,2015.0,118000.0,diesel,mecanica,Lima,rojo,4.0,tela,2488.0,9.0
NISSAN,VERSA DRIVE,4x2,USD,8500.0,https://cde.neoauto.pe/autos_usados/360x240/740216/740216_4296201.webp,2020.0,170000.0,dual,mecanica,Lima,gris,4.0,tela,1598.0,4.0
TOYOTA,HILUX,4x4,USD,32000.0,https://cde.neoauto.pe/autos_usados/360x240/476856/476856_1222324.webp,2019.0,83000.0,diesel,mecanica,Provincias,plata,4.0,cuero,2800.0,5.0
KIA,CERATO,otros,USD,9500.0,https://cde.neoauto.pe/autos_usados/360x240/740104/740104_3183620.webp,2013.0,120000.0,gasolina,mecanica,Lima,blanco,,tela,1400.0,11.0
MITSUBISHI,MONTERO,4x4,USD,11500.0,https://cde.neoauto.pe/autos_usados/360x240/739982/739982_9759256.webp,2007.0,210000.0,diesel,mecanica,Provincias,gris,4.0,tela,2800.0,17.0
NISSAN,SENTRA,otros,USD,21500.0,https://cde.neoauto.pe/autos_usados/360x240/314831/314831_4717241.webp,2023.0,24000.0,gasolina,automatica_secuencial,Lima,rojo,4.0,tela,2.0,1.0
MAZDA,2,4x2,USD,11500.0,https://cde.neoauto.pe/autos_usados/360x240/733194/733194_2267210.webp,2015.0,77500.0,gasolina,automatica_secuencial,Lima,azul,4.0,tela,2000.0,9.0
SUBARU,IMPREZA,otros,USD,8000.0,https://cde.neoauto.pe/autos_usados/360x240/728522/728522_8084617.webp,2011.0,161000.0,dual,automatica_secuencial,Lima,negro,4.0,cuero,2000.0,13.0
BMW,316i,otros,USD,14000.0,https://cde.neoauto.pe/autos_usados/360x240/522703/522703_9626830.webp,2014.0,89000.0,gasolina,automatica_secuencial,Lima,Otro,,tela,1600.0,10.0
SUBARU,XV,4x4,USD,17600.0,https://cde.neoauto.pe/autos_usados/360x240/471633/471633_7886042.webp,2019.0,77000.0,gasolina,automatica_secuencial,Lima,azul,4.0,tela,1600.0,5.0
PORSCHE,911 CARRERA,posterior,USD,135000.0,https://cde.neoauto.pe/autos_usados/360x240/141645/141645_2270814.webp,2020.0,6400.0,gasolina,automatica_secuencial,Lima,azul,6.0,cuero,3000.0,4.0
BMW,520-i,otros,USD,12700.0,https://cde.neoauto.pe/autos_usados/360x240/487943/487943_7362859.webp,2013.0,108600.0,gasolina,automatica_secuencial,Lima,gris,4.0,cuero,2000.0,11.0
KIA,PICANTO,delantera,USD,9500.0,https://cde.neoauto.pe/autos_usados/360x240/454365/454365_3439738.webp,2023.0,14500.0,gasolina,mecanica,Lima,blanco,4.0,tela,1000.0,1.0
TOYOTA,YARIS,otros,USD,8800.0,https://cde.neoauto.pe/autos_usados/360x240/738904/738904_5209473.webp,2011.0,,dual,mecanica,Lima,Otro,,tela,,13.0
NISSAN,QASHQAI,4x2,USD,22500.0,https://cde.neoauto.pe/autos_usados/360x240/207855/207855_8149376.webp,2021.0,18500.0,gasolina,automatica,Lima,gris,4.0,cuero,1997.0,3.0
KIA,CERATO,otros,USD,13900.0,https://cde.neoauto.pe/autos_usados/360x240/731738/731738_5466195.webp,2019.0,67000.0,gasolina,mecanica,Lima,negro,4.0,tela,1600.0,5.0
MAZDA,CX-9,4x4,USD,12500.0,https://cde.neoauto.pe/autos_usados/360x240/178149/178149_4452962.webp,2012.0,139300.0,gasolina,automatica,Lima,negro,6.0,tela,37.0,12.0
GREAT WALL,WINGLE 5,4x2,USD,11700.0,https://cde.neoauto.pe/autos_usados/360x240/523776/523776_3665082.webp,2023.0,15500.0,gasolina,mecanica,Lima,blanco,4.0,tela,2200.0,1.0
JEEP,GRAND CHEROKEE LAREDO,4x4,USD,27000.0,https://cde.neoauto.pe/autos_usados/360x240/393682/393682_1458379.webp,2019.0,41000.0,gasolina,automatica,Lima,blanco,6.0,cuero,3600.0,5.0
TOYOTA,CELICA,4x2,USD,6900.0,https://cde.neoauto.pe/autos_usados/360x240/731415/731415_8742750.webp,1982.0,50000.0,gasolina,mecanica,Lima,azul,4.0,cuero,1800.0,42.0
MERCEDES BENZ,A-180,otros,USD,16500.0,https://cde.neoauto.pe/autos_usados/360x240/170208/170208_4164205.webp,2017.0,67000.0,gasolina,mecanica,Lima,rojo,,tela,,7.0
PEUGEOT,207,otros,USD,8500.0,https://cde.neoauto.pe/autos_usados/360x240/740011/740011_1314140.webp,2012.0,69000.0,gasolina,automatica_secuencial,Lima,blanco,4.0,cuero,1598.0,12.0
VOLKSWAGEN,TIGUAN,otros,USD,12950.0,https://cde.neoauto.pe/autos_usados/360x240/389520/389520_1283347.webp,2015.0,81000.0,gasolina,automatica_secuencial,Lima,negro,4.0,cuero,2000.0,9.0
VOLKSWAGEN,PASSAT,delantera,USD,7700.0,https://cde.neoauto.pe/autos_usados/360x240/667618/667618_8510023.webp,2010.0,93500.0,gasolina,automatica_secuencial,Lima,plata,4.0,tela,1800.0,14.0
DAEWOO,CIELO,4x2,USD,2850.0,https://cde.neoauto.pe/autos_usados/360x240/739985/739985_3590488.webp,1996.0,240000.0,gas_gnv,automatica,Provincias,Otro,4.0,cuero,1600.0,28.0
SUBARU,FORESTER,4x4,USD,24000.0,https://cde.neoauto.pe/autos_usados/360x240/735825/735825_9529286.webp,2020.0,37000.0,gasolina,automatica,Lima,Otro,4.0,tela,1995.0,4.0
DFSK,GLORY 580,delantera,USD,12900.0,https://cde.neoauto.pe/autos_usados/360x240/637230/637230_5820431.webp,2020.0,40000.0,dual,mecanica,Lima,negro,4.0,tela,1800.0,4.0
HYUNDAI,H100,delantera,USD,9800.0,https://cde.neoauto.pe/autos_usados/360x240/705849/705849_8314606.webp,2019.0,44000.0,gas_glp,mecanica,Lima,blanco,4.0,tela,1500.0,5.0
CHANGAN,CS15,4x2,USD,14400.0,https://cde.neoauto.pe/autos_usados/360x240/739708/739708_7013800.webp,2024.0,4800.0,dual,automatica,Lima,blanco,4.0,tela,1480.0,0.0
BMW,318i,otros,USD,21999.0,https://cde.neoauto.pe/autos_usados/360x240/419851/419851_2407790.webp,2018.0,70000.0,gasolina,automatica_secuencial,Lima,gris,3.0,cuero,1500.0,6.0
SUBARU,IMPREZA,4x4,USD,13500.0,https://cde.neoauto.pe/autos_usados/360x240/690612/690612_3360495.webp,2018.0,39000.0,gasolina,automatica_secuencial,Lima,azul,4.0,tela,1600.0,6.0
BMW,120i,otros,USD,17000.0,https://cde.neoauto.pe/autos_usados/360x240/614952/614952_5512123.webp,2015.0,66000.0,gasolina,automatica_secuencial,Lima,blanco,4.0,cuero,1600.0,9.0
MITSUBISHI,ASX,4x2,USD,10000.0,https://cde.neoauto.pe/autos_usados/360x240/287091/287091_7211103.webp,2014.0,179744.0,gasolina,automatica_secuencial,Lima,rojo,4.0,tela,1998.0,10.0
MAZDA,6,otros,USD,15000.0,https://cde.neoauto.pe/autos_usados/360x240/121731/121731_9194378.webp,2018.0,60000.0,gasolina,automatica_secuencial,Lima,rojo,4.0,tela,2500.0,6.0
KIA,MOHAVE,4x4,USD,28500.0,https://cde.neoauto.pe/autos_usados/360x240/209780/209780_9003458.webp,2018.0,33000.0,dual,automatica_secuencial,Lima,plata,,tela,,6.0
MITSUBISHI,L200,4x4,USD,15500.0,https://cde.neoauto.pe/autos_usados/360x240/739956/739956_9682760.webp,2018.0,182000.0,diesel,mecanica,Provincias,blanco,4.0,tela,2477.0,6.0
MAZDA,3 SPORT,4x2,USD,17500.0,https://cde.neoauto.pe/autos_usados/360x240/730907/730907_7042320.webp,2020.0,38000.0,gasolina,mecanica,Lima,rojo,,tela,1998.0,4.0
TOYOTA,RAV4,4x2,USD,39900.0,https://cde.neoauto.pe/autos_usados/360x240/670716/670716_2831417.webp,2021.0,35000.0,otros,automatica,Lima,blanco,4.0,tela,2500.0,3.0
CHEVROLET,TRACKER,otros,USD,20000.0,https://cde.neoauto.pe/autos_usados/360x240/732246/732246_9972607.webp,2023.0,6500.0,diesel,automatica_secuencial,Lima,negro,,tela,1200.0,1.0
AUDI,A6,otros,USD,15000.0,https://cde.neoauto.pe/autos_usados/360x240/193387/193387_6899961.webp,2015.0,86000.0,gasolina,automatica_secuencial,Lima,plata,,cuero,1800.0,9.0
